OBJECTID,Facility_N,Type,Owner,County,Sub_County,Division,Location,Sub_Locati,Constituen,Nearest_To,Latitude,Longitude
5735,Masaba Hospital Kisumu,Other Hospital,Private Practice - General Practitioner,Kisumu,Kisumu West,Maseno,West Kisumu,West Karateng,KISUMU RURAL,Chulaimbo Market,-0.03925,34.62876
5736,Masaita/ Miti-Tatu Dispensary,Dispensary,Ministry of Health,Kericho,Londiani,Sorget,Masaita,Masaita,SOTIK (PART),Londiani,-0.13199,35.57878
5737,Masala Dispensary,Dispensary,Ministry of Health,Siaya,Rarieda,Madiany,Central Uyoma,Masala,RARIEDA,Anyuongi,-0.20811,34.29273
5738,Masaria Dispensary,Dispensary,Ministry of Health,Migori,Migori,Suna West,Suna Wasimbete,Mubachi,MIGORI,Manyera Centre along Migori-Bondo Nyironge- Muhuru  Maram Road,-1.1101,34.34506
5739,Masasini Dispensary,Dispensary,Ministry of Health,Kitui,Mutitu,Mutito/kaliku ward,kaliku,kaliku,MUTITO,masasini mkt,-1.23244,38.26018
5740,Maseki  Dispensary(Kyuso),Dispensary,Ministry of Health,Kitui,Kyuso,Kyuso,Kimangao,Maseki,MWINGI NORTH,Maseki Market,-0.48014,38.14431
5741,Maseki Dispensary,Dispensary,Ministry of Health,Kitui,Matinyani,Matinyani/mutulu,Mutulu, ,KITUI WEST,Maseki,-1.28556,38.0218
5742,Masendebale Dispensary,Dispensary,Ministry of Health,Busia,Butula,Butula,Marachi East,Tingolo,BUTULA,Butula,0.32557,34.37383
5743,Maseno Mission Hospital,Other Hospital,Christian Health Association of Kenya,Kisumu,Kisumu West,Maseno,North West Kisumu,West Karateng,KISUMU RURAL,Maseno Town,-0.00026,34.61169
5744,Maseno University AIDS Control Unit(City Campus),VCT Centre (Stand-Alone),Academic (if registered),Kisumu,Kisumu East,Winam,Central Kisumu, ,KISUMU TOWN EAST,Milimani,-0.10749,34.75231
5745,Maseno University Medical Clinic,Dispensary,Parastatal,Kisumu,Kisumu West,Maseno,North West Kisumu,West Karateng,KISUMU RURAL,Maseno Town,-0.00152,34.6107
5746,Mashaallah Nursing Home-Habaswein,Nursing Home,Private Practice - Clinical Officer,Wajir,Habaswein,Habaswein,Central,Central,WAJIR SOUTH,Habaswein trading centre,1.01656,39.49286
5747,Mashambani Dispensary,Dispensary,Community,Kisumu,Muhoroni,Muhoroni,Chemeili,Chemelil,MUHORONI,Chemelili Market,-0.08145,35.15148
5748,Mashangwa Dispensary,Dispensary,Ministry of Health,Narok,Trans Mara West - Dikirr,Angata,Mashangwa,Mashangwa,KILGORIS,Kilgoris,-1.30769,34.71362
5749,Mashauri Medical Centre,Medical Clinic,Private Practice - Clinical Officer,Mombasa,Kisauni,Kisauni,Kisauni,Kisauni,KISAUNI,Mombasa,-4.02254,39.68857
5750,Mashuru Health Centre,Health Centre,Ministry of Health,Kajiado,Mashuru,Mashuru,Mashuru,Mashuru,KAJIADO CENTRAL,Kajiado,-2.10442,37.12928
5751,Masii Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Machakos,Mwala,Masii,Masii,Masii,MWALA,Masii,-1.47247,37.44247
5752,Masii Health Centre,Health Centre,Ministry of Health,Machakos,Mwala,Masii,Masii,Kangethe,MWALA,Masii,-1.45799,37.43915
5753,Masikita Dispensary,Dispensary,Ministry of Health,Samburu,Samburu North,Nyiro,Masikita,Masikita,SAMBURU WEST,Masikita Village,1.54729,37.10274
5754,Masimba,Dispensary,Ministry of Health,Kitui,Lower Yatta,Yatta,Kanyangi,Masimba,KITUI WEST,Masimba Market,-1.72704,37.97495
5755,Masimba Sub-District Hospital,Sub-District Hospital,Ministry of Health,Kisii,Masaba South,Masaba,Masimba,Ibanchore,NYARIBARI MASABA,Masimba,-0.86074,34.94024
5756,Masinde Muliro University of Science and Technolog,Medical Clinic,Parastatal,Kakamega,Kakamega Central (Lurambi),Municipality,Bukhungu,Mahiakalu,LURAMBI,Kakamege Town,0.29286,34.76198
5757,Masinga Sub County Hospital,District Hospital,Ministry of Health,Machakos,Masinga,Masinga,Masinga,Masinga,MASINGA,Masinga,-0.97736,37.60568
5758,Masingu Health Services,Medical Clinic,Private Practice - Clinical Officer,Machakos,Machakos,Central,Muvuti,Township,MACHAKOS TOWN,Machakos Town,-1.51876,37.26807
5759,Maso Dispensary,Dispensary,Ministry of Health,Kericho,Kericho,Ainamoi,Kapsaos,Maso,AINAMOI,Maso market,-0.29832,35.30865
5760,Masogo Dispensary,Dispensary,Ministry of Health,Homa Bay,Rachuonyo South,Kabondo,Ramba,Kodumo West,KASIPUL/KABONDO,Kowuor Market,-0.42549,34.82331
5761,Masogo Sub District Hospital,Sub-District Hospital,Ministry of Health,Kisumu,Muhoroni,Miwani,North East Kano,Wang'aya 2,MUHORONI,Masogo,-0.09843,35.00522
5762,Masoka Dispensary,Dispensary,Ministry of Health,Kitui,Katulani,Katulani,Maliku,Masoka,KITUI CENTRAL,Masoka Shopping Centre,-1.56076,37.89133
5763,Masokani Dispensary,Dispensary,Ministry of Health,Makueni,Mukaa, , , ,KILOME,Masokani market,-1.914,37.42532
5764,Masol Dispensary,Dispensary,Ministry of Health,West Pokot,Pokot Central,Sigor,Masol,Akiriamet,SIGOR,Sigor,1.55952,35.5275
5765,Masombor Community Dispensary,Dispensary,Ministry of Health,Nandi,Nandi South,Kaptumo,Kaptumo,masombor,ALDAI,Kaptumo market,0.07235,35.08956
5766,Masongaleni Health Centre,Health Centre,Ministry of Health,Makueni,Kibwezi,Kibwezi,Masongaleni,Masongaleni,KIBWEZI,Masongaleni,-2.36966,38.12883
5767,Masongo Dispensary,Dispensary,Ministry of Health,Kisii,Kisii Central,Kiogoro,Kiogoro,Masongo,NYARIBARI CHACHE,Masongo,-0.71171,34.74908
5768,Maspa Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Makueni,Makueni,Matiliku,Matiliku,Matiliku,MAKUENI,Matiliku,-1.94834,37.53659
5769,Mastoo Dispensary,Dispensary,Ministry of Health,Nyandarua,Nyandarua North,Shamata,Mwihoko,Karandi,NDARAGWA,Mastoo,-0.16804,36.51869
5770,Masumba Dispensary,Dispensary,Ministry of Health,Makueni,Nzaui,Nguu,Nguu,Masumba,MAKUENI,Emali Town,-2.02901,37.61992
5771,Masumbi Dispensary,Dispensary,Ministry of Health,Siaya,Siaya,Karemo,Nduru,Nduru,ALEGO,Ngiya Market,0.0106,34.36116
5772,Masurura Dispensary,Dispensary,Ministry of Health,Narok,Trans Mara West - Dikirr,Keiyan,Masurura,Masurura,KILGORIS,Masurura Market,-1.19815,34.69979
5773,Masyungwa Health Centre,Health Centre,Ministry of Health,Kitui,Tseikuru,Tseikuru,Masyungwa,kitovoto,MWINGI NORTH,kathuri,-0.40025,38.36584
5774,Mata Dispensary (Taveta),Dispensary,Ministry of Health,Taita Taveta,Taveta,Jipe,Mata,Mata,TAVETA,Mata,-3.47486,37.75595
5775,Mataara Dispensary,Dispensary,Ministry of Health,Kiambu,Gatundu North,Kamwangi,Chania,Mataara,GATUNDU NORTH,Gatundutown,-0.86554,36.80469
5776,Matabitabithi Dispensary,Dispensary,Ministry of Health,Meru,Tigania East,Muthara,Ngaremara,Turingui,TIGANIA EAST,Isiolo,0.35899,37.63261
5777,Mataka Dispensary,Dispensary,Ministry of Health,Kitui,Kyuso,Kyuso,Mivukoni,Mataka,MWINGI NORTH,Mataka,-0.4294,38.18276
5778,Matangwe Community Health Centre,Health Centre,Private Enterprise (Institution),Siaya,Bondo,Maranda,Bondo Township,Bar Kowino,BONDO,Bondo,-0.153782,34.289877
5779,Matanya Dispensary,Dispensary,Ministry of Health,Laikipia,Laikipia Central,Lamuria,Tigithi,Matanya,LAIKIPIA EAST,Nanyuki,-0.05046,36.9402
5780,Matara ENT Clinic,Medical Clinic,Private Practice - Clinical Officer,Nyeri,Nyeri Central,Municipality,Mukaro,Majengo,NYERI TOWN,Nyeri Town,-0.001332,37.094
5781,matar-arba,Dispensary,Ministry of Health,Isiolo,Merti,Cherab,Mata-arba,Matar-arba,ISIOLO NORTH,Riga,1.093142,38.420842
5782,Matare Mission Dispensary,Dispensary,Christian Health Association of Kenya,Migori,Kuria East,Ntimaru,Bwirege West,Makararangwe,KURIA,Ntimaru,-1.31816,34.67489
5783,Matasia Nursing Home,Nursing Home,Private Enterprise (Institution),Kajiado,Kajiado North,Ngong,Kiserian,Upper Matasia,KAJIADO NORTH,Matasia,-1.38423,36.6553
5784,Matata Nursing Hospital,Nursing Home,Other Faith Based,Homa Bay,Rachuonyo South,Kasipul,West Kamagak,Kamuma,KASIPUL/KABONDO,Oyugis Town,-0.50385,34.73827
5785,Matayos Community Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Busia,Busia,Matayos,Nang'oma,Muyafwa,NAMBALE,Matayos,0.354209,34.1621
5786,Matayos Health Centre,Health Centre,Ministry of Health,Busia,Busia,Matayos,Nango'ma,Muyafwa,NAMBALE,Matayos,0.36597,34.16523
5787,Matches Medical Clinc,Medical Clinic,Private Practice - Clinical Officer,Nyandarua,Kinangop,Magumu,Magumu,Gitwe,KINANGOP,Fly over market,-0.8859,36.57888
5788,Matercare Maternity Hospital,Other Hospital,Kenya Episcopal Conference-Catholic Secretariat,Isiolo,Isiolo,Central,West,Bulapesa,ISIOLO NORTH,Isiolo,0.32728,37.56402
5789,Materi Girls Dispensary,Dispensary,Other Faith Based,Tharaka Nithi,Tharaka South,Tunyai,Tunyai,Kithino,THARAKA,Tunyai,-0.19102,37.812
5790,Matete Health Centre,Health Centre,Ministry of Health,Kakamega,Matete,Matete,Chebaywa,Kivaywa,LUGARI,Matete,0.55456,34.8057
5791,Mathakwaini (PCEA) Dispensary,Dispensary,Christian Health Association of Kenya,Nyeri,Tetu,Tetu,Tetu,Mathakwaini,TETU,Nyeri Town,-0.49459,36.92283
5792,Mathalibah Dispensary,Dispensary,Ministry of Health,Wajir,Wajir South, , , ,WAJIR SOUTH,Mathalibah,1.14997,39.82522
5793,Mathanguni Dispensary,Dispensary,Ministry of Health,Makueni,Makueni,Kalamba,Mathanguni,Mathanguni,MAKUENI,Matiliku,-1.91605,37.50818
5794,Mathare 3A (EDARP),VCT Centre (Stand-Alone),Kenya Episcopal Conference-Catholic Secretariat,Nairobi,Mathare,Central,Mathare, ,MATHARE,Nairobi,-1.26038,36.8476
5795,Mathare North Health Centre,Health Centre,Local Authority,Nairobi,Ruaraka,Kasarani,Ruaraka,Mathare North sub location,RUARAKA,Nairobi,-1.25323,36.86485
5796,Mathare Police Depot,Dispensary,Ministry of Health,Nairobi,Mathare,Central,Mathare, ,MATHARE,Nairobi,-1.25904,36.8495
5797,Mathari Hospital,District Hospital,Ministry of Health,Nairobi,Mathare,Kariokor,Mathare, ,MATHARE,Nairobi,-1.26097,36.84912
5798,Matharite Dispensary,Dispensary,Ministry of Health,Murang'a,Kahuro,Kahuro,Murarandia,Matharite,KIHARU,Githambo Market,-0.70764,36.90736
5799,Matharu Dispensary,Dispensary,Ministry of Health,Uasin Gishu,Wareng,Kesses,Timboroa,Kapkurere,ELDORET SOUTH,Eldoret,0.10371,35.50376
5800,Mathigu Road Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Kiambu,Ruiru,Ruiru,Ruiru,Ruiru,JUJA,Ruiru,-1.14522,36.95735
5801,Mathima Dispensary,Dispensary,Ministry of Health,Machakos,Mwala,Mwala,Mwala,Kamwala,MWALA,Mwala,-1.37442,37.41811
5802,Mathingira Medical Clinic,Medical Clinic,Private Practice - General Practitioner,Nyeri,Nyeri South,Othaya,Iriaini,Gitundu,OTHAYA,Othaya Town,-0.54888,36.94385
5803,Mathioya Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Murang'a,Mathioya,Kiru,Kiru,Kiru,MATHIOYA,Kiriaini Market,-0.73103,36.96844
5804,Mathow,Dispensary,Ministry of Health,Wajir,Wajir West,Griftu,Mathow,Mathow,WAJIR WEST,Griftu,2.14659,39.69568
5805,Mathuki Health Centre,Health Centre,Ministry of Health,Kitui,Mwingi East,Mui,Kalitini,Kitise,MWINGI SOUTH,Kitise,-1.04828,38.2364
5806,Mathunzini Dispensary,Dispensary,Ministry of Health,Kitui,Mwingi West,Migwani,Nzeluni,Nzeluni,MWINGI SOUTH,Mathunzini,-1.12273,37.964
5807,Mathyakani Dispensary,Dispensary,Ministry of Health,Kitui,Mwingi Central,Central,Kanzanzu,Mathyakani,MWINGI NORTH,Mathyakani,-0.97323,38.10131
5808,Matibabu Nzoia Clinic,Dispensary,Non-Governmental Organizations,Siaya,Ugunja,Ugunja,Central Ugenya,Umala,UGENYA,Nzoia Market,0.17416,34.22775
5809,Matibabu Ukwala Clinic,Dispensary,Private Practice - General Practitioner,Siaya,Ugenya,Ukwala,Ukwala,Doho East,UGENYA,Ukwala Market,0.20658,34.17871
5810,Matiliku Catholic Dispensary,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,Makueni,Nzaui,Matiliku,Matiliku,Matiliku,MAKUENI,Matiliku Mkt,-1.94669,37.53644
5811,Matiliku District Hospital,District Hospital,Ministry of Health,Makueni,Nzaui,Matiliku,Matiliku,Matiliku,MAKUENI,Matiliku Mkt,-1.94908,37.5359
5812,Matinyani Dispensary,Dispensary,Ministry of Health,Kitui,Matinyani,Matinyani,Matinyani,Kyondoni,KITUI WEST,Kitui,-1.30892,37.99253
5813,Matioli Dispensary,Dispensary,Ministry of Health,Kakamega,Kakamega Central (Lurambi),Lurambi,Butsotso South,Esumeyia,LURAMBI,Bukura Mkt,0.36881,34.71162
5814,Matira Dispensary,Dispensary,Ministry of Health,Elgeyo Marakwet,Marakwet West,Kapsowar,Koibarak,Koibarak,MARAKWET WEST,Kapsowar,0.92902,35.55953
5815,Matisi Community Dispensary,Dispensary,Community,Bungoma,Bungoma East,Bokolo, ,Matisi,WEBUYE,Matisi,0.62055,34.69582
5816,Matolani Dispensary,Dispensary,Ministry of Health,Kilifi,Malindi,Langobaya,chakama,Matolani,MALINDI,Matolani Market,-3.10202,39.66969
5817,Matondoni Dispensary,Dispensary,Ministry of Health,Lamu,Lamu West,Amu,Matondoni,Matondoni,LAMU WEST,Matondoni,-2.29451,40.8584
5818,Matongo Dispensary,Dispensary,Ministry of Health,Kisii,Kisii Central,Mosocho,Bogeka,Mogusii,KITUTU CHACHE,Matongo,-0.63125,34.72113
5819,Matongo Health Centre,Health Centre,Christian Health Association of Kenya,Nyamira,Nyamira North,Nyamusi,Bokeira,Matongo,NORTH MUGIRANGO,Matongo,-0.44082,35.021141
5820,Matongo Medical Clinic,Medical Clinic,Private Enterprise (Institution),Kisii,Kisii Central,Mosocho,Bogeka,Mogusii,KITUTU CHACHE,Matongo Mkt,-0.63194,34.72217
5821,Matoso Health Clinic,Medical Clinic,Non-Governmental Organizations,Migori,Nyatike,Nyatike,West Kadem,Winam,NYATIKE,Matoso,-0.97685,34.13299
5822,Matsangoni Model Health Centre,Health Centre,Ministry of Health,Kilifi,Kilifi North,Bahari,Matsangoni,Masangoni,BAHARI,Matsangoni,-3.38952,39.9285
5823,Matuga Dispensary,Dispensary,Ministry of Health,Kwale,Matuga,Matuga,Waa,Matuga,MATUGA,Kwale,-4.1771,39.56773
5824,Matulani Dispensary,Dispensary,Ministry of Health,Kitui,Mwingi East,Nuu,Kimongo,Kimongo,MWINGI SOUTH,Kimongo,-1.05619,38.30145
5825,Matulo Dispensary,Dispensary,Other Public Institution,Bungoma,Bungoma East,Webuye,Webuye,Matulo,WEBUYE,Webuye,0.60569,34.72766
5826,Matumaini Dispensary,Dispensary,Other Faith Based,Nakuru,Molo,Molo,Matumaini,Matumaini,MOLO,Molo,-0.24663,35.77403
5827,Matumbi Dispensary,Dispensary,Non-Governmental Organizations,Kwale,Kinango,Kasemeni,matumbi,matumbi,KINANGO,matumbi,-3.96778,39.38053
5828,Matunda Dispensary,Dispensary,Ministry of Health,Trans Nzoia,Trans Nzoia West,Kiminini,Matunda,Matunda,SABOTI,Kitale,1.03442,34.99367
5829,Matunda Nursing Home,Nursing Home,Private Enterprise (Institution),Kakamega,Lugari,Likuyani,Matunda,Matunda,LUGARI,Matunda,0.82203,35.1233
5830,Matunda Sub-District Hospital,Sub-District Hospital,Ministry of Health,Kakamega,Lugari,Likuyani,Nzoia,Mois' Bridge,LUGARI,Matunda,0.8257,35.11558
5831,MATUNDU DISPENSARY,Dispensary,Ministry of Health,Kitui,Mutitu,Kyamatu/Voo ward,Kyamatu, ,MUTITO,Matundu mkt,-1.6279,38.43937
5832,Matungu Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Kakamega,Matungu,Matungu,Matungu,Matungu,MATUNGU,Matungu,0.23774,34.28458
5833,Matungu Sub-District Hospital,Sub-District Hospital,Ministry of Health,Kakamega,Matungu,Matungu Div,Matungu, ,MATUNGU,Mumias,0.38719,34.47628
5834,Matungulu Health Centre,Health Centre,Ministry of Health,Machakos,Matungulu,Matungulu,Kingoti,Kingoti,KANGUNDO,Matungulu,-1.23407,37.33097
5835,Matungulu Medical Centre,Medical Clinic,Private Practice - Nurse / Midwife,Machakos,Matungulu,Matungulu,Tala,Tala,KANGUNDO,Tala Market,-1.27063,37.32291
5836,Matura Medical Care,Medical Clinic,Private Practice - Clinical Officer,Nyeri,Nyeri Central,Municipality,Mukaro,Majengo,NYERI TOWN,Nyeri Town,-0.42029,36.94906
5837,Maturu Dispensary,Dispensary,Ministry of Health,Kakamega,Matete,Matete,Lwandeti,Maturu,LUGARI,Mukhonje,0.60774,34.86937
5838,Matutu Dispensary,Dispensary,Christian Health Association of Kenya,Nyamira,Borabu,Mekenene,Mekenene,Matutu,NORTH MUGIRANGO,Nyaronde,-0.73688,35.0272
5839,Matutu Dispensary (Nzaui),Dispensary,Ministry of Health,Makueni,Nzaui,Nguu,Nguu,Matutu,MAKUENI,Matutu,-2.12301,37.62936
5840,Matutu Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Nakuru,Nakuru,Nakuru Municipality,Kaptembwa,Kaptembwa,NAKURU TOWN,Near soko Mjinga Kaptembwa,-0.11781,36.02896
5841,Matuu Cottage Clinic,Medical Clinic,Private Enterprise (Institution),Machakos,Yatta,Yatta,Matuu,Matuu,YATTA,Matuu,-1.14632,37.53775
5842,Matuu District Hospital,District Hospital,Ministry of Health,Machakos,Yatta,Yatta,Matuu,Matuu,YATTA,Matuu,-1.15193,37.53718
5843,Matuu Mission Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Machakos,Yatta,Yatta,Matuu,Matuu,YATTA,Matuu,-1.14885,37.54889
5844,Mau Narok Health Centre,Health Centre,Ministry of Health,Nakuru,Njoro,Mau-Narok,Mau-Narok,Siapei,MOLO,Mau-Narok,-0.60151,36.00661
5845,Mau Summit Medical Clinic,Medical Clinic,Private Enterprise (Institution),Nakuru,Kuresoi,Kamara,Mau-Sammit,Koige,KURESOI,Mau-Sammit,-0.16094,35.69458
5846,Mau Tea Dispensary,Dispensary,Company Medical Service,Kericho,Londiani,Chepseon,Cheboswa,Chagaik,KIPKELION,Brooke Bond,-0.32416,35.36579
5847,Maua Cottage,Maternity Home,Private Enterprise (Institution),Meru,Igembe South,Igembe C,Maua,Kaciongo,IGEMBE,Maua,0.23675,37.93394
5848,Maua Diagnostic Centre,Laboratory (Stand-alone),Private Practice - Unspecified,Meru,Igembe South,Maua,Maua,Amwathi,IGEMBE,Maua town,0.23228,37.94096
5849,Maua East Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Meru,Igembe South,Maua,Maua,Amwathi,IGEMBE,Maua town,0.23567,37.9446
5850,Maua Medical Clinic,Medical Clinic,Private Practice - Clinical Officer,Meru,Igembe South,Maua,Maua,Amwathi,IGEMBE,Maua town,0.23549,37.94105
5851,Maua Methodist Hospital,Other Hospital,Christian Health Association of Kenya,Meru,Igembe South,Igembe C,Maua,Maua,IGEMBE,Maua,0.231,37.94188
5852,Mauche Dispensary,Dispensary,Ministry of Health,Nakuru,Njoro,Mauche,Mauche,Mauche,MOLO,Mauche,-0.51792,35.96225
5853,Mauche Medical Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Nakuru,Njoro,Mauche,Mauche,Mauche,MOLO,Mauche,-0.51406,35.97443
5854,Mau-Narok Health Services,Medical Clinic,Private Enterprise (Institution),Nakuru,Njoro,Mau-Narok,Mau- Narok,Mau- Narok,MOLO,Mau- Narok,-0.60409,36.01218
5855,Maungu Model Health Centre,Health Centre,Ministry of Health,Taita Taveta,Voi,Nyangala,Maungu, ,VOI,Maungu Town along Mombasa Nairobi highway,-3.56177,38.75418
5856,Maunguja Dispensary,Dispensary,Local Authority,Mombasa,Kisauni,Kisauni,Bamburi,Maunguja,KISAUNI,Maunguja Village,-3.97219,39.65101
5857,Mausa Dispensary,Dispensary,Ministry of Health,Narok,Narok South,Loita,Mausa,Mausa,NAROK SOUTH,Narok,-1.98682,35.89476
5858,Mautuma Sub County Hospital,Sub-District Hospital,Ministry of Health,Kakamega,Lugari,Lugari,Mautuma,Mukuyu,LUGARI,Mlimani,0.72482,34.98169
5859,Mavindini Health Centre,Health Centre,Ministry of Health,Makueni,Kathonzweni,Mavindini,Mavindini,Mavindini,MAKUENI,Mavindini,-1.82044,37.78624
5860,Mavindu Dispensary,Dispensary,Ministry of Health,Makueni,Mbooni West,Tulimani,Kalawani,Mavindu,MBOONI,Manyala Shoping Centre,-1.61731,37.41486
5861,Mavivye Model Health Centre,Dispensary,Ministry of Health,Makueni,Mukaa,Malili,Kiima Kiu,Mavinye,KILOME,Salama,-1.79044,37.28143
5862,Mavoko Medical Clinic,Medical Clinic,Private Enterprise (Institution),Machakos,Athi River,Athi River,Athi River,Athi River Town,KATHIANI,Athi River,-1.45816,36.97464
5863,Mavueni Dispensary,Dispensary,Ministry of Health,Kilifi,Kilifi North,Bahari,Mavueni,Takaungu Mavueni,BAHARI,Kilifi,-3.678,39.79902
5864,Mavui Dispensary,Dispensary,Ministry of Health,Kitui,Mwingi West,Migwani,Thitani,Yenzuva,MWINGI SOUTH,Mavui,-0.95196,37.87376
5865,Mawamu Clinic,Medical Clinic,Private Enterprise (Institution),Nairobi,Westlands,Kangemi,Kangemi,Kangemi,WESTLANDS,Nairobi,-1.266482,36.749278
5866,Mawego Health Centre,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,Homa Bay,Rachuonyo North,East Karachuonyo,Kobuya,East Kobuya,KARACHUONYO,Mawego Market,-0.39283,34.77082
5867,Maweli Dispensary,Dispensary,Ministry of Health,Machakos,Mwala,Mwala,Kyawango,Maweli,MWALA,Mwala,-1.37,37.45
5868,Maweni CDF Dispensary (Kongowea),Dispensary,Ministry of Health,Mombasa,Kisauni,Kisauni,Kongowea,Maweni,KISAUNI,Kongowea Maweni,-4.03833,39.69512
5869,Maweni Community Clinic,Medical Clinic,Private Practice - Nurse / Midwife,Kilifi,Malindi,Malindi,Malindi,Shella,MALINDI,Shella,-3.13381,40.07217
5870,Mawenzi Care Clinics,Medical Clinic,Private Practice - General Practitioner,Kajiado,Loitoktok,Central,Ololopon,Ololopon,KAJIADO SOUTH,Loitokitok Town,-2.92814,37.51106
5871,Mawepi Medical and VCT Centre,Medical Clinic,Private Practice - General Practitioner,Kajiado,Kajiado North,Isinya,Kitengela,Nonkopir,KAJIADO NORTH,Kitengela,-1.47256,36.95749
5872,Mawere Dispensary,Dispensary,Ministry of Health,Siaya,Bondo,Maranda,N Sakwa,Abom,BONDO,Ndori,-0.04655,34.3443
5873,Max Family Health Care,Medical Clinic,Private Practice - General Practitioner,Nairobi,Roysambu,KASARANI,Githurai,Githurai,ROYSAMBU,Just next to 44 stage,-1.20062,36.90279
5874,Maximillan Clinic,Medical Clinic,Private Practice - General Practitioner,Mombasa,Likoni,Likoni,Likoni,Bofu,LIKONI,Mombasa,-4.0993,39.64592
5875,Maximum medical centre,Medical Clinic,Private Practice - Unspecified,Nairobi,Kasarani,kasarani,kasarani,maji mazuri,KASARANI,near maji mazuri open ground before the bridge to mwiki,-1.23067,36.92666
